sessionid,scripcode,buyorsell,typecode,rate,qty,minfillqty,avlqty,actionid,tradetimestamp,retetion,audcode,ordid,errorcode
3,500003,B,G,17295,30,0,0,0,2022-03-02 09:07:06.000089,0,T,1646191800088006075,0
3,500003,B,G,17295,31,0,0,0,2022-03-02 09:07:06.000089,0,T,1646191800088006040,0
3,500003,B,G,17295,27,0,31,0,2022-03-02 09:07:06.000089,0,T,1646191800088006040,0
3,500003,S,L,17295,31,0,44,0,2022-03-02 09:07:06.000089,0,T,1646191800088006062,0
3,500003,S,L,17295,30,0,3,0,2022-03-02 09:07:06.000089,0,T,1646191800088006062,0
3,500003,S,L,17295,10,0,34,0,2022-03-02 09:07:06.000089,0,T,1646191800088006062,0
3,500003,S,L,17295,4,0,30,0,2022-03-02 09:07:06.000089,0,T,1646191800088006062,0
3,500003,S,L,17295,27,0,0,0,2022-03-02 09:07:06.000089,0,T,1646191800088006073,0
3,500003,S,L,17295,53,0,27,0,2022-03-02 09:07:06.000089,0,T,1646191800088006073,0
3,500003,S,L,17295,20,0,80,0,2022-03-02 09:07:06.000089,0,T,1646191800088006073,0
3,500003,B,L,17295,30,0,55,0,2022-03-02 09:07:06.000089,4,T,1646191800088006056,0
3,500003,S,L,17295,30,0,0,0,2022-03-02 09:07:06.000089,0,T,1646191800088006067,0
3,500003,B,L,17295,30,0,25,0,2022-03-02 09:07:06.000089,4,T,1646191800088006056,0
3,500003,B,L,17295,5,0,20,0,2022-03-02 09:07:06.000089,4,T,1646191800088006056,0
3,500003,B,L,17295,20,0,0,0,2022-03-02 09:07:06.000089,4,T,1646191800088006056,0
3,500003,B,G,17295,53,0,0,0,2022-03-02 09:07:06.000089,0,T,1646191800088006039,0
3,500003,S,L,17295,30,0,0,0,2022-03-02 09:07:06.000089,0,T,1646191800088006049,0
3,500003,S,L,17295,5,0,0,0,2022-03-02 09:07:06.000089,4,T,1646191800088006008,0
3,500003,B,G,17295,4,0,0,0,2022-03-02 09:07:06.000089,0,T,1646191800088006066,0
3,500003,B,G,17295,10,0,0,0,2022-03-02 09:07:06.000089,0,T,1646191800088006048,0
3,500003,B,L,17170,1,0,0,0,2022-03-02 09:15:08.785239,0,T,1646191800088006342,0
3,500003,S,L,17170,1,3,2,0,2022-03-02 09:15:08.785239,0,T,1646191800088006341,0
3,500003,B,L,17100,1,0,0,0,2022-03-02 09:15:13.528438,4,T,1646191800088006415,0
3,500003,S,L,17100,1,0,0,0,2022-03-02 09:15:13.528438,3,T,1646191800088006487,0
3,500003,S,L,17065,3,0,3,0,2022-03-02 09:15:20.137604,3,T,1646191800088006672,0
3,500003,S,L,17060,3,0,0,0,2022-03-02 09:15:20.137604,3,T,1646191800088006672,0
3,500003,B,L,17065,3,3,0,0,2022-03-02 09:15:20.137604,0,T,1646191800088006651,0
3,500003,B,L,17060,3,0,0,0,2022-03-02 09:15:20.137604,4,T,1646191800088006622,0
3,500003,S,L,17065,1,0,2,0,2022-03-02 09:15:20.153542,3,T,1646191800088006682,0
3,500003,B,L,17065,1,1,0,0,2022-03-02 09:15:20.153542,0,T,1646191800088006681,0
3,500003,S,L,17070,3,3,0,0,2022-03-02 09:15:22.907452,0,T,1646191800088006760,0
3,500003,B,L,17070,3,3,0,0,2022-03-02 09:15:22.907452,3,T,1646191800088006773,0
3,500003,B,L,17060,3,3,0,0,2022-03-02 09:15:24.862724,3,T,1646191800088006836,0
3,500003,S,L,17060,3,3,0,0,2022-03-02 09:15:24.862724,0,T,1646191800088006830,0
3,500003,B,L,17070,69,69,0,0,2022-03-02 09:15:34.219374,3,T,1646191800088006985,0
3,500003,S,L,17070,69,0,31,0,2022-03-02 09:15:34.219374,0,T,1646191800088006779,0
3,500003,S,L,17070,31,0,0,0,2022-03-02 09:15:34.219573,0,T,1646191800088006779,0
3,500003,B,L,17070,31,0,69,0,2022-03-02 09:15:34.219573,3,T,1646191800088006986,0
3,500003,B,G,17100,10,0,0,0,2022-03-02 09:15:39.096666,0,T,1646191800088019014,0
3,500003,S,L,17100,10,0,62,0,2022-03-02 09:15:39.096666,0,T,1646191800088006713,0
3,500003,S,L,17100,3,0,59,0,2022-03-02 09:15:56.154115,0,T,1646191800088006713,0
3,500003,B,G,17100,3,0,0,0,2022-03-02 09:15:56.154115,0,T,1646191800088019172,0
3,500003,S,L,17060,2,0,0,0,2022-03-02 09:16:04.004272,3,T,1646191800088019217,0
3,500003,B,L,17060,2,0,0,0,2022-03-02 09:16:04.004272,0,T,1646191800088019157,0
3,500003,S,L,17065,3,0,0,0,2022-03-02 09:16:04.032820,3,T,1646191800088019227,0
3,500003,B,L,17065,3,3,0,0,2022-03-02 09:16:04.032820,0,T,1646191800088019185,0
3,500003,S,L,17045,3,3,0,0,2022-03-02 09:16:05.327626,0,T,1646191800088019308,0
3,500003,B,L,17045,3,3,0,0,2022-03-02 09:16:05.327626,3,T,1646191800088019309,0
3,500003,B,L,17025,3,3,0,0,2022-03-02 09:16:13.620294,0,T,1646191800088019452,0
3,500003,S,L,17025,3,0,0,0,2022-03-02 09:16:13.620294,3,T,1646191800088019471,0
3,500003,S,L,17025,3,0,0,0,2022-03-02 09:16:13.648954,3,T,1646191800088019489,0
3,500003,B,L,17025,3,3,0,0,2022-03-02 09:16:13.648954,0,T,1646191800088019479,0
3,500003,B,L,17020,1,0,0,0,2022-03-02 09:16:13.735800,4,T,1646191800088019436,0
3,500003,S,L,17020,1,0,0,0,2022-03-02 09:16:13.735800,3,T,1646191800088019491,0
3,500003,S,L,17000,2,0,0,0,2022-03-02 09:16:18.031885,3,T,1646191800088019735,0
3,500003,B,L,17000,2,0,0,0,2022-03-02 09:16:18.031885,0,T,1646191800088019156,0
3,500003,S,L,16960,3,3,0,0,2022-03-02 09:16:30.974104,0,T,1646191800088029161,0
3,500003,S,L,16960,44,0,0,0,2022-03-02 09:16:30.974104,4,T,1646191800088029166,0
3,500003,B,L,16960,3,0,44,0,2022-03-02 09:16:30.974104,3,T,1646191800088029172,0
3,500003,B,L,16960,44,0,0,0,2022-03-02 09:16:30.974104,3,T,1646191800088029172,0
3,500003,B,L,16945,1,0,0,0,2022-03-02 09:16:35.148937,3,T,1646191800088029523,0
3,500003,S,L,16945,1,1,0,0,2022-03-02 09:16:35.148937,0,T,1646191800088029507,0
3,500003,B,L,16960,20,0,0,0,2022-03-02 09:16:37.175221,3,T,1646191800088029549,0
3,500003,S,L,16960,20,0,0,0,2022-03-02 09:16:37.175221,4,T,1646191800088029544,0
3,500003,B,L,16965,86,0,17,0,2022-03-02 09:16:37.175322,3,T,1646191800088029551,0
3,500003,B,L,16965,17,0,0,0,2022-03-02 09:16:37.175322,3,T,1646191800088029551,0
3,500003,S,L,16965,17,0,0,0,2022-03-02 09:16:37.175322,4,T,1646191800088029324,0
3,500003,S,L,16965,86,0,0,0,2022-03-02 09:16:37.175322,0,T,1646191800088029312,0
3,500003,S,L,16975,89,0,0,0,2022-03-02 09:16:37.175500,0,T,1646191800088029309,0
3,500003,B,L,16975,89,0,98,0,2022-03-02 09:16:37.175500,3,T,1646191800088029552,0
3,500003,B,L,16920,1,1,0,0,2022-03-02 09:16:37.242053,0,T,1646191800088029183,0
3,500003,B,L,16915,10,0,0,0,2022-03-02 09:16:37.242053,0,T,1646191800088006003,0
3,500003,B,L,16910,16,0,0,0,2022-03-02 09:16:37.242053,0,T,1646191800088029377,0
3,500003,B,L,16915,44,0,0,0,2022-03-02 09:16:37.242053,4,T,1646191800088029564,0
3,500003,B,L,16915,1,0,0,0,2022-03-02 09:16:37.242053,0,T,1646191800088006037,0
3,500003,B,L,16910,15,0,0,0,2022-03-02 09:16:37.242053,0,T,1646191800088006180,0
3,500003,B,L,16910,13,0,37,0,2022-03-02 09:16:37.242053,4,T,1646191800088029554,0
3,500003,S,G,16910,15,0,13,0,2022-03-02 09:16:37.242053,0,T,1646191800088029565,0
3,500003,S,G,16910,16,0,28,0,2022-03-02 09:16:37.242053,0,T,1646191800088029565,0
3,500003,S,G,16915,44,0,44,0,2022-03-02 09:16:37.242053,0,T,1646191800088029565,0
3,500003,S,G,16920,1,0,99,0,2022-03-02 09:16:37.242053,0,T,1646191800088029565,0
3,500003,S,G,16915,10,0,89,0,2022-03-02 09:16:37.242053,0,T,1646191800088029565,0
3,500003,S,G,16910,13,0,0,0,2022-03-02 09:16:37.242053,0,T,1646191800088029565,0
3,500003,S,G,16915,1,0,88,0,2022-03-02 09:16:37.242053,0,T,1646191800088029565,0
3,500003,S,L,16965,1,1,0,0,2022-03-02 09:16:37.299910,0,T,1646191800088029567,0
3,500003,B,L,16965,1,0,0,0,2022-03-02 09:16:37.299910,3,T,1646191800088029573,0
3,500003,B,L,16995,10,0,0,0,2022-03-02 09:16:37.505035,0,T,1646191800088029579,0
3,500003,S,L,16995,10,0,66,0,2022-03-02 09:16:37.505035,0,T,1646191800088029141,0
3,500003,S,L,16950,40,0,43,0,2022-03-02 09:16:40.096155,0,T,1646191800088029613,0
3,500003,B,L,16950,40,0,0,0,2022-03-02 09:16:40.096155,3,T,1646191800088029614,0
3,500003,S,L,16950,43,0,0,0,2022-03-02 09:16:40.096199,0,T,1646191800088029613,0
3,500003,B,L,16950,43,0,40,0,2022-03-02 09:16:40.096199,3,T,1646191800088029615,0
3,500003,B,L,17000,98,0,0,0,2022-03-02 09:16:46.660445,3,T,1646191800088029690,0
3,500003,S,L,17000,98,0,202,0,2022-03-02 09:16:46.660445,0,T,1646191800088019112,0
3,500003,S,L,17000,202,0,0,0,2022-03-02 09:16:46.660499,0,T,1646191800088019112,0
3,500003,B,L,17000,202,0,0,0,2022-03-02 09:16:46.660499,3,T,1646191800088029691,0
3,500003,B,L,17005,84,0,99,0,2022-03-02 09:16:46.660554,3,T,1646191800088029692,0
3,500003,S,L,17005,84,0,0,0,2022-03-02 09:16:46.660554,0,T,1646191800088029130,0
3,500003,S,L,17015,88,0,0,0,2022-03-02 09:16:46.660604,0,T,1646191800088029135,0
3,500003,B,L,17015,15,0,0,0,2022-03-02 09:16:46.660604,3,T,1646191800088029693,0
3,500003,B,L,17015,88,0,15,0,2022-03-02 09:16:46.660604,3,T,1646191800088029693,0
3,500003,S,L,17015,15,0,0,0,2022-03-02 09:16:46.660604,0,T,1646191800088006184,0
3,500003,S,L,17065,3,0,112,0,2022-03-02 09:16:52.866749,0,T,1646191800088019512,0
3,500003,B,G,17065,3,0,0,0,2022-03-02 09:16:52.866749,0,T,1646191800088029826,0
3,500003,B,L,17000,10,0,0,0,2022-03-02 09:17:12.808173,0,T,1646191800088029967,0
3,500003,S,L,17000,10,0,0,0,2022-03-02 09:17:12.808173,3,T,1646191800088029991,0
3,500003,S,L,17005,1,0,10,0,2022-03-02 09:17:12.808173,3,T,1646191800088029991,0
3,500003,B,L,17005,1,1,0,0,2022-03-02 09:17:12.808173,0,T,1646191800088029980,0
3,500003,S,L,16990,1,0,0,0,2022-03-02 09:17:12.808393,3,T,1646191800088029996,0
3,500003,B,L,16990,1,0,0,0,2022-03-02 09:17:12.808393,0,T,1646191800088029971,0
3,500003,B,L,16985,97,0,0,0,2022-03-02 09:17:12.808522,0,T,1646191800088029972,0
3,500003,B,L,16985,15,0,0,0,2022-03-02 09:17:12.808522,0,T,1646191800088006186,0
3,500003,S,L,16985,97,0,0,0,2022-03-02 09:17:12.808522,3,T,1646191800088035001,0
3,500003,S,L,16985,15,0,97,0,2022-03-02 09:17:12.808522,3,T,1646191800088035001,0
3,500003,S,L,17005,1,0,0,0,2022-03-02 09:17:12.822761,3,T,1646191800088035004,0
3,500003,B,L,17005,1,1,0,0,2022-03-02 09:17:12.822761,0,T,1646191800088035002,0
3,500003,S,L,17010,1,1,0,0,2022-03-02 09:17:13.914244,0,T,1646191800088035027,0
3,500003,S,L,17015,4,0,40,0,2022-03-02 09:17:13.914244,4,T,1646191800088035025,0
3,500003,B,G,17015,4,0,0,0,2022-03-02 09:17:13.914244,0,T,1646191800088035028,0
3,500003,B,G,17010,1,0,4,0,2022-03-02 09:17:13.914244,0,T,1646191800088035028,0
3,500003,B,L,16980,1,1,0,0,2022-03-02 09:17:16.252237,0,T,1646191800088035029,0
3,500003,B,L,16975,54,0,0,0,2022-03-02 09:17:16.252237,0,T,1646191800088035034,0
3,500003,B,L,16970,21,0,0,0,2022-03-02 09:17:16.252237,0,T,1646191800088029749,0
3,500003,B,L,16970,121,0,0,0,2022-03-02 09:17:16.252237,0,T,1646191800088029906,0
3,500003,B,L,16965,54,0,0,0,2022-03-02 09:17:16.252237,0,T,1646191800088029741,0
3,500003,B,L,16960,80,0,0,0,2022-03-02 09:17:16.252237,0,T,1646191800088035042,0
3,500003,B,L,16955,122,0,0,0,2022-03-02 09:17:16.252237,0,T,1646191800088029907,0
3,500003,B,L,16940,123,0,0,0,2022-03-02 09:17:16.252237,0,T,1646191800088029908,0
3,500003,B,L,16975,44,0,0,0,2022-03-02 09:17:16.252237,4,T,1646191800088035016,0
3,500003,B,L,16945,15,0,0,0,2022-03-02 09:17:16.252237,0,T,1646191800088006193,0
3,500003,B,L,16940,205,0,63,0,2022-03-02 09:17:16.252237,4,T,1646191800088029998,0
3,500003,S,G,16940,205,0,0,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,S,G,16940,123,0,205,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,S,G,16945,15,0,328,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,S,G,16950,160,0,343,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,S,G,16955,122,0,503,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,S,G,16960,80,0,625,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,S,G,16965,54,0,705,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,S,G,16970,121,0,759,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,S,G,16970,21,0,880,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,S,G,16975,54,0,901,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,S,G,16975,44,0,955,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,S,G,16980,1,0,999,0,2022-03-02 09:17:16.252237,0,T,1646191800088035069,0
3,500003,B,L,16950,160,0,0,0,2022-03-02 09:17:16.252237,0,T,1646191800088029781,0
3,500003,S,L,16990,100,0,0,0,2022-03-02 09:17:17.122982,3,T,1646191800088035118,0
3,500003,B,L,16990,100,0,0,0,2022-03-02 09:17:17.122982,0,T,1646191800088035102,0
3,500003,B,L,16995,1,0,0,0,2022-03-02 09:17:20.422385,3,T,1646191800088035211,0
3,500003,S,L,16995,1,1,0,0,2022-03-02 09:17:20.422385,0,T,1646191800088035201,0
3,500003,S,L,17000,1,1,0,0,2022-03-02 09:17:25.997939,0,T,1646191800088035257,0
3,500003,B,L,17000,1,0,0,0,2022-03-02 09:17:25.997939,3,T,1646191800088035262,0
3,500003,B,L,16970,10,0,34,0,2022-03-02 09:17:34.131782,4,T,1646191800088035296,0
3,500003,S,L,16970,10,1,0,0,2022-03-02 09:17:34.131782,4,T,1646191800088035320,0
3,500003,S,L,17010,20,0,0,0,2022-03-02 09:17:34.171575,4,T,1646191800088035132,0
3,500003,B,L,17010,20,20,0,0,2022-03-02 09:17:34.171575,3,T,1646191800088035322,0
3,500003,S,L,17030,20,0,0,0,2022-03-02 09:17:34.303327,4,T,1646191800088029986,0
3,500003,S,L,17035,20,0,0,0,2022-03-02 09:17:34.303327,4,T,1646191800088029952,0
3,500003,S,L,17020,25,0,0,0,2022-03-02 09:17:34.303327,0,T,1646191800088035255,0
3,500003,S,L,17025,17,0,0,0,2022-03-02 09:17:34.303327,0,T,1646191800088035011,0
3,500003,S,L,17045,19,0,35,0,2022-03-02 09:17:34.303327,0,T,1646191800088035189,0
3,500003,S,L,17030,12,0,0,0,2022-03-02 09:17:34.303327,0,T,1646191800088035261,0
3,500003,S,L,17035,72,0,0,0,2022-03-02 09:17:34.303327,0,T,1646191800088035158,0
3,500003,S,L,17030,15,0,0,0,2022-03-02 09:17:34.303327,0,T,1646191800088006179,0
3,500003,B,G,17045,19,0,0,0,2022-03-02 09:17:34.303327,0,T,1646191800088035323,0
3,500003,B,G,17020,25,0,175,0,2022-03-02 09:17:34.303327,0,T,1646191800088035323,0
3,500003,B,G,17025,17,0,158,0,2022-03-02 09:17:34.303327,0,T,1646191800088035323,0
3,500003,B,G,17030,20,0,138,0,2022-03-02 09:17:34.303327,0,T,1646191800088035323,0
3,500003,B,G,17035,72,0,19,0,2022-03-02 09:17:34.303327,0,T,1646191800088035323,0
3,500003,B,G,17035,20,0,91,0,2022-03-02 09:17:34.303327,0,T,1646191800088035323,0
3,500003,B,G,17030,15,0,123,0,2022-03-02 09:17:34.303327,0,T,1646191800088035323,0
3,500003,B,G,17030,12,0,111,0,2022-03-02 09:17:34.303327,0,T,1646191800088035323,0
3,500003,S,L,17095,209,0,171,0,2022-03-02 09:17:57.051371,4,T,1646191800088035266,0
3,500003,S,L,17095,160,0,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088035313,0
3,500003,S,L,17095,15,15,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088029709,0
3,500003,S,L,17080,15,0,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088006183,0
3,500003,S,L,17055,15,0,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088006182,0
3,500003,S,L,17095,118,0,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088019291,0
3,500003,S,L,17045,35,0,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088035189,0
3,500003,S,L,17050,117,0,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088035111,0
3,500003,S,L,17060,80,0,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088035474,0
3,500003,S,L,17080,95,0,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088019418,0
3,500003,S,L,17065,112,0,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088019512,0
3,500003,S,L,17085,19,19,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088006102,0
3,500003,B,L,17045,35,0,955,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,L,17050,117,0,838,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,L,17055,15,0,823,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,L,17060,80,0,743,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,L,17095,118,0,384,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,L,17065,112,0,631,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,L,17085,19,0,502,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,L,17095,15,0,369,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,L,17080,15,0,521,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,L,17095,160,0,209,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,L,17095,209,0,0,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,L,17080,95,0,536,0,2022-03-02 09:17:57.051371,0,T,1646191800088035522,0
3,500003,B,G,17050,14,0,0,0,2022-03-02 09:17:57.928637,0,T,1646191800088035555,0
3,500003,S,L,17050,14,0,1,0,2022-03-02 09:17:57.928637,0,T,1646191800088035326,0
3,500003,S,L,17050,1,0,0,0,2022-03-02 09:18:02.446340,0,T,1646191800088035326,0
3,500003,S,L,17060,32,0,18,0,2022-03-02 09:18:02.446340,4,T,1646191800088035573,0
3,500003,S,L,17060,67,67,0,0,2022-03-02 09:18:02.446340,0,T,1646191800088035536,0
3,500003,B,G,17050,1,0,99,0,2022-03-02 09:18:02.446340,0,T,1646191800088035582,0
3,500003,B,G,17060,67,0,32,0,2022-03-02 09:18:02.446340,0,T,1646191800088035582,0
3,500003,B,G,17060,32,0,0,0,2022-03-02 09:18:02.446340,0,T,1646191800088035582,0
3,500003,B,G,17070,21,0,92,0,2022-03-02 09:18:05.465866,4,T,1646191800088035649,0
3,500003,B,G,17065,15,0,155,0,2022-03-02 09:18:05.465866,4,T,1646191800088035649,0
3,500003,B,G,17075,21,0,71,0,2022-03-02 09:18:05.465866,4,T,1646191800088035649,0
3,500003,B,G,17070,21,0,134,0,2022-03-02 09:18:05.465866,4,T,1646191800088035649,0
3,500003,B,G,17070,21,0,113,0,2022-03-02 09:18:05.465866,4,T,1646191800088035649,0
3,500003,B,G,17060,80,0,170,0,2022-03-02 09:18:05.465866,4,T,1646191800088035649,0
3,500003,B,G,17075,21,0,29,0,2022-03-02 09:18:05.465866,4,T,1646191800088035649,0
3,500003,B,G,17080,15,0,14,0,2022-03-02 09:18:05.465866,4,T,1646191800088035649,0
3,500003,B,G,17075,21,0,50,0,2022-03-02 09:18:05.465866,4,T,1646191800088035649,0
3,500003,B,G,17080,14,0,0,0,2022-03-02 09:18:05.465866,4,T,1646191800088035649,0
3,500003,S,L,17080,14,0,286,0,2022-03-02 09:18:05.465866,4,T,1646191800088035641,0
3,500003,S,L,17075,21,0,0,0,2022-03-02 09:18:05.465866,4,T,1646191800088035638,0
3,500003,S,L,17060,80,0,0,0,2022-03-02 09:18:05.465866,0,T,1646191800088035589,0
3,500003,S,L,17075,21,0,0,0,2022-03-02 09:18:05.465866,4,T,1646191800088035647,0
3,500003,S,L,17075,21,0,0,0,2022-03-02 09:18:05.465866,4,T,1646191800088035636,0
3,500003,S,L,17070,21,0,0,0,2022-03-02 09:18:05.465866,4,T,1646191800088035646,0
3,500003,S,L,17070,21,0,0,0,2022-03-02 09:18:05.465866,4,T,1646191800088035644,0
3,500003,S,L,17070,21,0,0,0,2022-03-02 09:18:05.465866,4,T,1646191800088035639,0
3,500003,S,L,17080,15,15,0,0,2022-03-02 09:18:05.465866,0,T,1646191800088035532,0
3,500003,S,L,17065,15,15,0,0,2022-03-02 09:18:05.465866,0,T,1646191800088035531,0
3,500003,B,L,17005,1,1,0,0,2022-03-02 09:18:06.857879,0,T,1646191800088035648,0
3,500003,S,L,17005,1,0,0,0,2022-03-02 09:18:06.857879,3,T,1646191800088035674,0
3,500003,B,L,17000,10,0,0,0,2022-03-02 09:18:06.858047,0,T,1646191800088035305,0
3,500003,S,L,17000,10,0,530,0,2022-03-02 09:18:06.858047,3,T,1646191800088035677,0
3,500003,S,L,17005,1,0,0,0,2022-03-02 09:18:06.886428,3,T,1646191800088035690,0
3,500003,B,L,17005,1,1,0,0,2022-03-02 09:18:06.886428,0,T,1646191800088035683,0
3,500003,S,L,17015,1,1,0,0,2022-03-02 09:18:09.890813,0,T,1646191800088035851,0
3,500003,S,L,17020,74,0,56,0,2022-03-02 09:18:09.890813,0,T,1646191800088035810,0
3,500003,B,G,17015,1,0,74,0,2022-03-02 09:18:09.890813,0,T,1646191800088035857,0
3,500003,B,G,17020,74,0,0,0,2022-03-02 09:18:09.890813,0,T,1646191800088035857,0
3,500003,S,G,16985,1,0,0,0,2022-03-02 09:18:15.536490,0,T,1646191800088048322,0
3,500003,B,L,16985,1,1,0,0,2022-03-02 09:18:15.536490,0,T,1646191800088035858,0
3,500003,S,L,17000,99,0,0,0,2022-03-02 09:18:30.641600,3,T,1646191800088048379,0
3,500003,B,L,17000,99,0,0,0,2022-03-02 09:18:30.641600,4,T,1646191800088048378,0
3,500003,B,G,17010,1,0,0,0,2022-03-02 09:18:33.452092,0,T,1646191800088048400,0
3,500003,S,L,17010,1,0,17,0,2022-03-02 09:18:33.452092,4,T,1646191800088048356,0
3,500003,B,L,16975,1,0,0,0,2022-03-02 09:18:41.964658,0,T,1646191800088048368,0
3,500003,S,L,16975,1,0,539,0,2022-03-02 09:18:41.964658,3,T,1646191800088048445,0
3,500003,B,L,16955,97,0,0,0,2022-03-02 09:19:01.941224,0,T,1646191800088048610,0
3,500003,B,L,16955,94,0,0,0,2022-03-02 09:19:01.941224,0,T,1646191800088048611,0
3,500003,B,L,16950,2,0,13,0,2022-03-02 09:19:01.941224,0,T,1646191800088035336,0
3,500003,S,G,16955,94,0,2,0,2022-03-02 09:19:01.941224,0,T,1646191800088048612,0
3,500003,S,G,16955,97,0,96,0,2022-03-02 09:19:01.941224,0,T,1646191800088048612,0
3,500003,S,G,16950,2,0,0,0,2022-03-02 09:19:01.941224,0,T,1646191800088048612,0
3,500003,S,G,16970,7,0,193,0,2022-03-02 09:19:01.941224,0,T,1646191800088048612,0
3,500003,B,L,16970,7,0,0,0,2022-03-02 09:19:01.941224,0,T,1646191800088048609,0
3,500003,S,L,16980,14,0,5,0,2022-03-02 09:19:02.597886,4,T,1646191800088048548,0
3,500003,B,G,16975,1,0,14,0,2022-03-02 09:19:02.597886,0,T,1646191800088048620,0
3,500003,B,G,16980,14,0,0,0,2022-03-02 09:19:02.597886,0,T,1646191800088048620,0
3,500003,S,L,16975,1,1,0,0,2022-03-02 09:19:02.597886,0,T,1646191800088048345,0
3,500003,S,L,16975,1,1,0,0,2022-03-02 09:19:17.514115,0,T,1646191800088048635,0
3,500003,B,G,16975,1,0,9,0,2022-03-02 09:19:17.514115,4,T,1646191800088048681,0
3,500003,B,G,16975,9,0,0,0,2022-03-02 09:19:17.514115,4,T,1646191800088048681,0
3,500003,S,L,16975,9,0,11,0,2022-03-02 09:19:17.514115,4,T,1646191800088048645,0
3,500003,B,L,16975,11,0,95,0,2022-03-02 09:19:25.954076,3,T,1646191800088048713,0
3,500003,B,L,16975,95,0,0,0,2022-03-02 09:19:25.954076,3,T,1646191800088048713,0
3,500003,S,L,16975,11,0,0,0,2022-03-02 09:19:25.954076,4,T,1646191800088048645,0
3,500003,S,L,16975,95,95,0,0,2022-03-02 09:19:25.954076,4,T,1646191800088048668,0
3,500003,S,L,16995,38,0,0,0,2022-03-02 09:19:34.228760,0,T,1646191800088048526,0
3,500003,S,L,17015,46,0,39,0,2022-03-02 09:19:34.228760,0,T,1646191800088048503,0
3,500003,S,L,17000,38,0,0,0,2022-03-02 09:19:34.228760,0,T,1646191800088048467,0
3,500003,S,L,17005,94,0,0,0,2022-03-02 09:19:34.228760,0,T,1646191800088048421,0
3,500003,S,L,17005,84,0,0,0,2022-03-02 09:19:34.228760,0,T,1646191800088048501,0
3,500003,B,G,17015,46,0,0,0,2022-03-02 09:19:34.228760,0,T,1646191800088048751,0
3,500003,B,G,16995,38,0,262,0,2022-03-02 09:19:34.228760,0,T,1646191800088048751,0
3,500003,B,G,17005,84,0,46,0,2022-03-02 09:19:34.228760,0,T,1646191800088048751,0
3,500003,B,G,17000,38,0,224,0,2022-03-02 09:19:34.228760,0,T,1646191800088048751,0
3,500003,B,G,17005,94,0,130,0,2022-03-02 09:19:34.228760,0,T,1646191800088048751,0
3,500003,S,L,17015,25,0,14,0,2022-03-02 09:19:43.006486,0,T,1646191800088048503,0
3,500003,B,G,17015,25,0,0,0,2022-03-02 09:19:43.006486,0,T,1646191800088048779,0
3,500003,S,G,16960,20,0,0,0,2022-03-02 09:19:51.867182,0,T,1646191800088048803,0
3,500003,S,G,16965,38,0,20,0,2022-03-02 09:19:51.867182,0,T,1646191800088048803,0
3,500003,S,G,16965,1,0,58,0,2022-03-02 09:19:51.867182,0,T,1646191800088048803,0
3,500003,B,L,16965,38,0,0,0,2022-03-02 09:19:51.867182,0,T,1646191800088048784,0
3,500003,B,L,16960,20,0,18,0,2022-03-02 09:19:51.867182,0,T,1646191800088048783,0
3,500003,B,L,16965,1,1,0,0,2022-03-02 09:19:51.867182,0,T,1646191800088048782,0
