sessionid,scripcode,buyorsell,typecode,rate,qty,minfillqty,avlqty,actionid,tradetimestamp,retetion,audcode,ordid,errorcode,ordertype
3,500002,S,L,217485,1,0,0,0,02mar2022 09:38:54,3,T,1646193664720536119,0,N
3,500002,S,L,217715,12,2,1,0,02mar2022 09:39:19,4,T,1646193664720055327,0,N
3,500002,B,L,217715,12,12,0,0,02mar2022 09:39:19,3,T,1646193664720536370,0,N
3,500002,B,L,217715,1,12,11,0,02mar2022 09:39:19,3,T,1646193664720536371,0,N
3,500002,S,L,217715,1,2,0,0,02mar2022 09:39:19,4,T,1646193664720055327,0,N
3,500002,B,L,217735,2,0,0,0,02mar2022 09:39:19,3,T,1646193664720536380,0,N
3,500002,S,L,217735,2,0,0,0,02mar2022 09:39:19,0,T,1646193664720536215,0,N
3,500002,S,L,217755,1,1,0,0,02mar2022 09:39:19,0,T,1646193664720536067,0,N
3,500002,B,L,217755,1,2,1,0,02mar2022 09:39:19,3,T,1646193664720536381,0,N
3,500002,S,L,218115,1,0,1,0,02mar2022 09:41:15,0,T,1646193664720536797,0,N
3,500002,B,L,218115,1,1,0,0,02mar2022 09:41:15,0,T,1646193664720784707,0,N
3,500002,S,L,218275,1,0,0,0,02mar2022 09:41:57,0,T,1646193664720784789,0,N
3,500002,S,L,218285,4,0,11,0,02mar2022 09:41:57,4,T,1646193664720784785,0,N
3,500002,B,G,218275,1,0,4,0,02mar2022 09:41:57,0,T,1646193664720784794,0,N
3,500002,B,G,218285,4,0,0,0,02mar2022 09:41:57,0,T,1646193664720784794,0,N
3,500002,B,L,218135,1,22,21,0,02mar2022 09:42:38,0,T,1646193664720784841,0,N
3,500002,S,L,218135,1,0,0,0,02mar2022 09:42:38,0,T,1646193664720784848,0,N
3,500002,S,L,218040,16,0,26,0,02mar2022 09:42:57,3,T,1646193664720784874,0,N
3,500002,S,L,218080,15,0,42,0,02mar2022 09:42:57,3,T,1646193664720784874,0,N
3,500002,B,L,218040,16,2,0,0,02mar2022 09:42:57,4,T,1646193664720536784,0,N
3,500002,B,L,218080,15,0,0,0,02mar2022 09:42:57,4,T,1646193664720784865,0,N
3,500002,B,L,217975,1,1,0,0,02mar2022 09:42:57,0,T,1646193664720784853,0,N
3,500002,S,L,217975,1,0,12,0,02mar2022 09:42:57,3,T,1646193664720784884,0,N
3,500002,S,L,217895,22,0,0,0,02mar2022 09:42:57,3,T,1646193664720784888,0,N
3,500002,B,L,217895,22,37,15,0,02mar2022 09:42:57,0,T,1646193664720784852,0,N
3,500002,B,L,217895,15,37,0,0,02mar2022 09:42:57,0,T,1646193664720784852,0,N
3,500002,S,L,217895,15,0,7,0,02mar2022 09:42:57,3,T,1646193664720784890,0,N
3,500002,S,L,217815,5,0,76,0,02mar2022 09:42:57,3,T,1646193664720784912,0,N
3,500002,B,L,217815,5,1,0,0,02mar2022 09:42:57,4,T,1646193031025233495,0,N
3,500002,B,L,217485,2,0,0,0,02mar2022 09:44:43,0,T,1646193664720785362,0,N
3,500002,S,L,217485,2,0,0,0,02mar2022 09:44:43,3,T,1646193664720785386,0,N
3,500002,S,L,217000,2,0,0,0,02mar2022 09:45:16,3,T,1646194448528098060,0,N
3,500002,B,L,217000,2,0,0,0,02mar2022 09:45:16,0,T,1646193031025232926,0,N
3,500002,S,L,217065,20,20,0,0,02mar2022 09:45:38,0,T,1646194448528098283,0,N
3,500002,B,L,217065,20,0,37,0,02mar2022 09:45:38,3,T,1646194448528098320,0,N
3,500002,S,L,217500,2,0,0,0,02mar2022 09:45:52,0,T,1646194448528098490,0,N
3,500002,B,L,217500,2,12,10,0,02mar2022 09:45:52,3,T,1646194448528098521,0,N
3,500002,B,L,217550,1,0,1,0,02mar2022 09:45:52,3,T,1646194448528098530,0,N
3,500002,S,L,217550,1,1,0,0,02mar2022 09:45:52,0,T,1646194448528098519,0,N
3,500002,B,L,217370,1,1,0,0,02mar2022 09:46:10,0,T,1646194448528098774,0,N
3,500002,S,L,217370,1,6,5,0,02mar2022 09:46:10,3,T,1646194448528098796,0,N
3,500002,B,L,217260,18,18,0,0,02mar2022 09:46:10,0,T,1646194448528098555,0,N
3,500002,B,L,217260,13,13,0,0,02mar2022 09:46:10,0,T,1646194448528098563,0,N
3,500002,S,L,217260,18,0,22,0,02mar2022 09:46:10,3,T,1646194448528098798,0,N
3,500002,S,L,217260,13,0,9,0,02mar2022 09:46:10,3,T,1646194448528098798,0,N
3,500002,B,L,217165,1,0,0,0,02mar2022 09:46:11,0,T,1646194448528098811,0,N
3,500002,B,L,217175,9,0,0,0,02mar2022 09:46:11,0,T,1646194448528098819,0,N
3,500002,S,L,217165,1,14,4,0,02mar2022 09:46:11,3,T,1646194448528098856,0,N
3,500002,S,L,217175,9,14,5,0,02mar2022 09:46:11,3,T,1646194448528098856,0,N
3,500002,S,L,217430,2,0,0,0,02mar2022 09:46:37,0,T,1646194448528163944,0,N
3,500002,B,L,217430,2,2,0,0,02mar2022 09:46:37,4,T,1646194448528163984,0,N
3,500002,B,L,216765,1,0,0,0,02mar2022 09:47:29,0,T,1646194448528164314,0,N
3,500002,S,L,216765,1,12,11,0,02mar2022 09:47:29,3,T,1646194448528164319,0,N
3,500002,B,L,217065,4,4,0,0,02mar2022 09:47:42,3,T,1646194448528164552,0,N
3,500002,S,L,217065,4,14,10,0,02mar2022 09:47:42,0,T,1646194448528164502,0,N
3,500002,S,G,216765,2,2,0,0,02mar2022 09:48:51,4,T,1646194448528317278,0,N
3,500002,B,L,216765,2,0,0,0,02mar2022 09:48:51,0,T,1646194448528164757,0,N
3,500002,S,L,217265,2,2,14,0,02mar2022 09:50:03,4,T,1646194448528164554,0,N
3,500002,S,L,217260,4,1,0,0,02mar2022 09:50:03,4,T,1646193031025608529,0,N
3,500002,S,L,217185,1,1,0,0,02mar2022 09:50:03,0,T,1646194448528317578,0,N
3,500002,S,L,217235,1,0,0,0,02mar2022 09:50:03,0,T,1646194448528317576,0,N
3,500002,S,L,217145,2,0,0,0,02mar2022 09:50:03,0,T,1646194448528317540,0,N
3,500002,S,L,217150,2,0,0,0,02mar2022 09:50:03,0,T,1646194448528317544,0,N
3,500002,S,L,217155,2,0,0,0,02mar2022 09:50:03,0,T,1646194448528317542,0,N
3,500002,S,L,217165,10,0,0,0,02mar2022 09:50:03,0,T,1646194448528317573,0,N
3,500002,S,L,217195,1,0,0,0,02mar2022 09:50:03,0,T,1646194448528317552,0,N
3,500002,S,L,217195,2,0,0,0,02mar2022 09:50:03,0,T,1646194448528317575,0,N
3,500002,S,L,217210,11,0,0,0,02mar2022 09:50:03,0,T,1646194448528317574,0,N
3,500002,B,G,217150,2,0,34,0,02mar2022 09:50:03,0,T,1646194448528317581,0,N
3,500002,B,G,217145,2,0,36,0,02mar2022 09:50:03,0,T,1646194448528317581,0,N
3,500002,B,G,217155,2,0,32,0,02mar2022 09:50:03,0,T,1646194448528317581,0,N
3,500002,B,G,217165,10,0,22,0,02mar2022 09:50:03,0,T,1646194448528317581,0,N
3,500002,B,G,217185,1,0,21,0,02mar2022 09:50:03,0,T,1646194448528317581,0,N
3,500002,B,G,217195,1,0,20,0,02mar2022 09:50:03,0,T,1646194448528317581,0,N
3,500002,B,G,217195,2,0,18,0,02mar2022 09:50:03,0,T,1646194448528317581,0,N
3,500002,B,G,217210,11,0,7,0,02mar2022 09:50:03,0,T,1646194448528317581,0,N
3,500002,B,G,217235,1,0,6,0,02mar2022 09:50:03,0,T,1646194448528317581,0,N
3,500002,B,G,217260,4,0,2,0,02mar2022 09:50:03,0,T,1646194448528317581,0,N
3,500002,B,G,217265,2,0,0,0,02mar2022 09:50:03,0,T,1646194448528317581,0,N
3,500002,S,L,217235,1,0,0,0,02mar2022 09:50:11,0,T,1646194448528317747,0,N
3,500002,B,L,217250,11,12,0,0,02mar2022 09:50:11,3,T,1646194448528317764,0,N
3,500002,B,L,217235,1,12,11,0,02mar2022 09:50:11,3,T,1646194448528317764,0,N
3,500002,S,L,217250,11,0,4,0,02mar2022 09:50:11,4,T,1646194448528317703,0,N
3,500002,S,L,217250,4,0,0,0,02mar2022 09:50:11,4,T,1646194448528317703,0,N
3,500002,B,L,217250,4,12,8,0,02mar2022 09:50:11,3,T,1646194448528317765,0,N
3,500002,B,L,217255,8,12,0,0,02mar2022 09:50:11,3,T,1646194448528317765,0,N
3,500002,S,L,217255,8,0,1,0,02mar2022 09:50:11,0,T,1646194448528317751,0,N
3,500002,S,L,217305,8,0,0,0,02mar2022 09:50:11,0,T,1646194448528317749,0,N
3,500002,S,L,217300,9,0,0,0,02mar2022 09:50:11,0,T,1646194448528317725,0,N
3,500002,S,L,217275,1,0,0,0,02mar2022 09:50:11,0,T,1646194448528317731,0,N
3,500002,S,L,217255,1,0,0,0,02mar2022 09:50:11,0,T,1646194448528317751,0,N
3,500002,S,L,217270,10,10,0,0,02mar2022 09:50:11,0,T,1646194448528317745,0,N
3,500002,B,L,217265,1,50,48,0,02mar2022 09:50:11,3,T,1646194448528317766,0,N
3,500002,B,L,217270,10,50,38,0,02mar2022 09:50:11,3,T,1646194448528317766,0,N
3,500002,B,L,217275,1,50,37,0,02mar2022 09:50:11,3,T,1646194448528317766,0,N
3,500002,B,L,217300,9,50,28,0,02mar2022 09:50:11,3,T,1646194448528317766,0,N
3,500002,B,L,217255,1,50,49,0,02mar2022 09:50:11,3,T,1646194448528317766,0,N
3,500002,B,L,217305,8,50,20,0,02mar2022 09:50:11,3,T,1646194448528317766,0,N
3,500002,S,L,217265,1,1,0,0,02mar2022 09:50:11,0,T,1646194448528317763,0,N
3,500002,S,L,217500,2,0,0,0,02mar2022 09:50:48,0,T,1646194448528317434,0,N
3,500002,B,L,217500,2,21,19,0,02mar2022 09:50:48,3,T,1646194448528317939,0,N
3,500002,S,L,217515,1,0,0,0,02mar2022 09:50:51,0,T,1646194448528317806,0,N
3,500002,B,L,217515,1,0,0,0,02mar2022 09:50:51,3,T,1646194448528317948,0,N
3,500002,B,L,217555,2,0,0,0,02mar2022 09:50:51,3,T,1646194448528317950,0,N
3,500002,S,L,217555,2,0,0,0,02mar2022 09:50:51,0,T,1646194448528317797,0,N
3,500002,S,L,217570,11,0,0,0,02mar2022 09:50:51,0,T,1646194448528317785,0,N
3,500002,B,L,217570,11,0,2,0,02mar2022 09:50:51,3,T,1646194448528317951,0,N
3,500002,B,L,217595,1,0,0,0,02mar2022 09:50:51,3,T,1646194448528317953,0,N
3,500002,S,L,217595,1,0,0,0,02mar2022 09:50:51,0,T,1646194448528317798,0,N
3,500002,S,L,217835,2,0,0,0,02mar2022 09:51:09,0,T,1646194448528317801,0,N
3,500002,S,L,217870,1,0,1,0,02mar2022 09:51:09,0,T,1646194448528317998,0,N
3,500002,B,G,217835,2,0,1,0,02mar2022 09:51:09,0,T,1646194448528318019,0,N
3,500002,B,G,217870,1,0,0,0,02mar2022 09:51:09,0,T,1646194448528318019,0,N
3,500002,S,L,217875,1,0,0,0,02mar2022 09:51:28,0,T,1646194448528317802,0,N
3,500002,S,L,217870,1,0,0,0,02mar2022 09:51:28,0,T,1646194448528317998,0,N
3,500002,B,L,217875,1,0,0,0,02mar2022 09:51:28,3,T,1646194448528318062,0,N
3,500002,B,L,217870,1,0,1,0,02mar2022 09:51:28,3,T,1646194448528318062,0,N
3,500002,B,L,217915,2,0,15,0,02mar2022 09:51:28,3,T,1646194448528318063,0,N
3,500002,B,L,217890,13,0,17,0,02mar2022 09:51:28,3,T,1646194448528318063,0,N
3,500002,S,L,217890,13,13,0,0,02mar2022 09:51:28,0,T,1646194448528163817,0,N
3,500002,S,L,217915,2,0,0,0,02mar2022 09:51:28,0,T,1646194448528317803,0,N
3,500002,B,L,218000,1,0,0,0,02mar2022 09:51:43,3,T,1646194448528542106,0,N
3,500002,S,L,218000,1,5,4,0,02mar2022 09:51:43,0,T,1646193664720785189,0,N
3,500002,S,L,218000,1,5,3,0,02mar2022 09:51:45,0,T,1646193664720785189,0,N
3,500002,B,L,218000,1,0,0,0,02mar2022 09:51:45,3,T,1646194448528542117,0,N
3,500002,S,L,218000,3,5,0,0,02mar2022 09:51:45,0,T,1646193664720785189,0,N
3,500002,B,L,218000,3,4,1,0,02mar2022 09:51:45,3,T,1646194448528542120,0,N
3,500002,B,L,218355,6,6,0,0,02mar2022 09:52:06,3,T,1646194448528542318,0,N
3,500002,S,L,218355,6,2,8,0,02mar2022 09:52:06,4,T,1646194448528318075,0,N
3,500002,S,L,218400,20,20,0,0,02mar2022 09:52:15,4,T,1646193031025734665,0,N
3,500002,B,L,218400,20,0,0,0,02mar2022 09:52:15,3,T,1646194448528542399,0,N
3,500002,B,L,218435,2,0,0,0,02mar2022 09:52:15,3,T,1646194448528542400,0,N
3,500002,S,L,218435,2,0,0,0,02mar2022 09:52:15,0,T,1646194448528542389,0,N
3,500002,B,L,218320,1,1,0,0,02mar2022 09:52:28,0,T,1646194448528317893,0,N
3,500002,B,L,218320,15,0,0,0,02mar2022 09:52:28,4,T,1646194448528542435,0,N
3,500002,B,L,218315,17,17,0,0,02mar2022 09:52:28,0,T,1646194448528542446,0,N
3,500002,B,L,218300,5,18,13,0,02mar2022 09:52:28,0,T,1646194448528542445,0,N
3,500002,S,G,218320,15,0,23,0,02mar2022 09:52:28,0,T,1646194448528542467,0,N
3,500002,S,G,218320,1,0,22,0,02mar2022 09:52:28,0,T,1646194448528542467,0,N
3,500002,S,G,218315,17,0,5,0,02mar2022 09:52:28,0,T,1646194448528542467,0,N
3,500002,S,G,218300,5,0,0,0,02mar2022 09:52:28,0,T,1646194448528542467,0,N
3,500002,S,L,218330,15,0,7,0,02mar2022 09:52:56,3,T,1646194448528542549,0,N
3,500002,B,L,218330,15,0,0,0,02mar2022 09:52:56,4,T,1646194448528542547,0,N
3,500002,B,L,218300,4,0,16,0,02mar2022 09:53:02,0,T,1646194448528542598,0,N
3,500002,S,L,218300,4,4,0,0,02mar2022 09:53:02,3,T,1646194448528542642,0,N
3,500002,B,L,218300,16,0,0,0,02mar2022 09:53:02,0,T,1646194448528542598,0,N
3,500002,S,L,218300,16,0,4,0,02mar2022 09:53:02,3,T,1646194448528542643,0,N
3,500002,S,L,217985,7,7,0,0,02mar2022 09:53:37,3,T,1646194448528643734,0,N
3,500002,B,L,217985,7,0,8,0,02mar2022 09:53:37,4,T,1646194448528643714,0,N
3,500002,B,L,217985,7,0,1,0,02mar2022 09:53:37,4,T,1646194448528643714,0,N
3,500002,S,L,217985,7,7,0,0,02mar2022 09:53:37,3,T,1646194448528643735,0,N
3,500002,S,L,217985,1,44,43,0,02mar2022 09:53:37,3,T,1646194448528643736,0,N
3,500002,B,L,217985,1,0,0,0,02mar2022 09:53:37,4,T,1646194448528643714,0,N
3,500002,S,L,217805,1,0,4,0,02mar2022 09:54:25,4,T,1646194448528644244,0,N
3,500002,S,L,217805,4,0,0,0,02mar2022 09:54:25,4,T,1646194448528644244,0,N
3,500002,B,L,217805,4,0,6,0,02mar2022 09:54:25,0,T,1646194448528644238,0,N
3,500002,B,L,217805,1,0,0,0,02mar2022 09:54:25,0,T,1646194448528644236,0,N
3,500002,B,L,218005,2,0,0,0,02mar2022 09:55:31,0,T,1646194448528644496,0,N
3,500002,S,L,218005,2,6,4,0,02mar2022 09:55:31,3,T,1646194448528644511,0,N
3,500002,S,G,217855,2,2,0,0,02mar2022 09:55:39,4,T,1646194448528644554,0,N
3,500002,B,L,217855,2,19,17,0,02mar2022 09:55:39,0,T,1646194448528644545,0,N
3,500002,B,L,218085,2,11,9,0,02mar2022 09:57:02,0,T,1646194448528809290,0,N
3,500002,S,L,218085,1,3,2,0,02mar2022 09:57:02,3,T,1646194448528809336,0,N
3,500002,S,L,218085,2,3,0,0,02mar2022 09:57:02,3,T,1646194448528809336,0,N
3,500002,B,L,218085,1,0,0,0,02mar2022 09:57:02,0,T,1646194448528809284,0,N
3,500002,S,L,218085,3,3,0,0,02mar2022 09:57:02,3,T,1646194448528809337,0,N
3,500002,B,L,218085,3,11,6,0,02mar2022 09:57:02,0,T,1646194448528809290,0,N
3,500002,B,L,218085,3,11,3,0,02mar2022 09:57:02,0,T,1646194448528809290,0,N
3,500002,S,L,218085,3,3,0,0,02mar2022 09:57:02,3,T,1646194448528809338,0,N
3,500002,S,L,218085,3,40,37,0,02mar2022 09:57:02,3,T,1646194448528809339,0,N
3,500002,B,L,218085,3,11,0,0,02mar2022 09:57:02,0,T,1646194448528809290,0,N
3,500002,B,L,218045,1,0,0,0,02mar2022 09:57:02,0,T,1646194448528809285,0,N
3,500002,S,L,218045,1,0,0,0,02mar2022 09:57:02,3,T,1646194448528809347,0,N
3,500002,S,L,217965,1,16,15,0,02mar2022 09:57:04,3,T,1646194448528809356,0,N
3,500002,S,L,217925,2,16,1,0,02mar2022 09:57:04,3,T,1646194448528809356,0,N
3,500002,S,L,217940,12,16,3,0,02mar2022 09:57:04,3,T,1646194448528809356,0,N
3,500002,B,L,217925,2,0,0,0,02mar2022 09:57:04,0,T,1646194448528644573,0,N
3,500002,B,L,217940,12,0,0,0,02mar2022 09:57:04,0,T,1646194448528809351,0,N
3,500002,B,L,217965,1,0,0,0,02mar2022 09:57:04,0,T,1646194448528809238,0,N
3,500002,B,L,217850,8,0,0,0,02mar2022 09:57:04,0,T,1646194448528644526,0,N
3,500002,B,L,217845,2,0,0,0,02mar2022 09:57:04,0,T,1646194448528644285,0,N
3,500002,B,L,217805,2,0,0,0,02mar2022 09:57:04,0,T,1646194448528644248,0,N
3,500002,B,L,217765,1,0,0,0,02mar2022 09:57:04,0,T,1646194448528644231,0,N
3,500002,B,L,217725,2,0,0,0,02mar2022 09:57:04,0,T,1646194448528644229,0,N
3,500002,S,L,217850,8,0,121,0,02mar2022 09:57:04,3,T,1646194448528809363,0,N
3,500002,S,L,217845,2,0,119,0,02mar2022 09:57:04,3,T,1646194448528809363,0,N
3,500002,S,L,217805,2,0,117,0,02mar2022 09:57:04,3,T,1646194448528809363,0,N
3,500002,S,L,217805,25,0,92,0,02mar2022 09:57:04,3,T,1646194448528809363,0,N
3,500002,S,L,217800,17,0,75,0,02mar2022 09:57:04,3,T,1646194448528809363,0,N
3,500002,S,L,217765,1,0,74,0,02mar2022 09:57:04,3,T,1646194448528809363,0,N
3,500002,S,L,217725,2,0,72,0,02mar2022 09:57:04,3,T,1646194448528809363,0,N
3,500002,B,L,217800,17,17,0,0,02mar2022 09:57:04,0,T,1646194448528644595,0,N
3,500002,B,L,217805,25,0,0,0,02mar2022 09:57:04,4,T,1646194448528644567,0,N
3,500002,B,L,217695,5,1,0,0,02mar2022 09:57:04,4,T,1646193031025734119,0,N
3,500002,S,L,217695,5,0,127,0,02mar2022 09:57:04,3,T,1646194448528809364,0,N
3,500002,S,L,217770,9,0,0,0,02mar2022 09:57:04,3,T,1646194448528809368,0,N
3,500002,B,L,217770,9,0,37,0,02mar2022 09:57:04,0,T,1646194448528809367,0,N
3,500002,S,L,217900,2,0,0,0,02mar2022 09:57:17,3,T,1646194448528809654,0,N
3,500002,B,L,217900,2,2,18,0,02mar2022 09:57:17,0,T,1646194448528809525,0,N
3,500002,B,L,217900,1,2,17,0,02mar2022 09:57:17,0,T,1646194448528809525,0,N
3,500002,S,L,217900,1,1,0,0,02mar2022 09:57:17,3,T,1646194448528809656,0,N
3,500002,S,L,217900,1,1,0,0,02mar2022 09:57:17,3,T,1646194448528809657,0,N
3,500002,B,L,217900,1,2,16,0,02mar2022 09:57:17,0,T,1646194448528809525,0,N
3,500002,B,L,217900,5,2,11,0,02mar2022 09:57:17,0,T,1646194448528809525,0,N
3,500002,S,L,217900,5,5,0,0,02mar2022 09:57:17,3,T,1646194448528809658,0,N
3,500002,S,L,217900,1,1,0,0,02mar2022 09:57:17,3,T,1646194448528809659,0,N
3,500002,B,L,217900,1,2,10,0,02mar2022 09:57:17,0,T,1646194448528809525,0,N
3,500002,B,L,217900,10,2,0,0,02mar2022 09:57:17,0,T,1646194448528809525,0,N
3,500002,S,L,217900,10,0,14,0,02mar2022 09:57:17,3,T,1646194448528809660,0,N
3,500002,S,L,217805,2,0,12,0,02mar2022 09:57:17,3,T,1646194448528809660,0,N
3,500002,B,L,217805,2,0,0,0,02mar2022 09:57:17,0,T,1646194448528809639,0,N
3,500002,B,L,217130,4,0,6,0,02mar2022 10:00:19,0,T,1646194448528927646,0,N
3,500002,B,L,217135,2,0,0,0,02mar2022 10:00:19,0,T,1646194448528927671,0,N
3,500002,S,L,217130,4,6,0,0,02mar2022 10:00:19,3,T,1646194448528927680,0,N
3,500002,S,L,217135,2,6,4,0,02mar2022 10:00:19,3,T,1646194448528927680,0,N
3,500002,S,L,217130,6,6,0,0,02mar2022 10:00:19,3,T,1646194448528927681,0,N
3,500002,B,L,217130,6,0,0,0,02mar2022 10:00:19,0,T,1646194448528927646,0,N
3,500002,B,L,217125,2,0,0,0,02mar2022 10:00:19,0,T,1646194448528927588,0,N
3,500002,S,L,217125,2,6,4,0,02mar2022 10:00:19,3,T,1646194448528927685,0,N
3,500002,S,L,217095,2,9,5,0,02mar2022 10:00:19,3,T,1646194448528927694,0,N
3,500002,S,L,217100,2,9,7,0,02mar2022 10:00:19,3,T,1646194448528927694,0,N
3,500002,B,L,217100,2,0,0,0,02mar2022 10:00:19,0,T,1646194448528927674,0,N
3,500002,B,L,217095,2,0,0,0,02mar2022 10:00:19,0,T,1646194448528927673,0,N
3,500002,B,L,217205,1,0,0,0,02mar2022 10:05:13,0,T,1646195412043062952,0,N
3,500002,S,L,217205,1,6,5,0,02mar2022 10:05:13,3,T,1646195412043062959,0,N
3,500002,B,L,217135,2,15,13,0,02mar2022 10:05:56,0,T,1646195412043063021,0,N
3,500002,B,L,217165,2,0,0,0,02mar2022 10:05:56,0,T,1646195412043063052,0,N
3,500002,B,L,217175,9,0,0,0,02mar2022 10:05:56,0,T,1646195412043063051,0,N
3,500002,B,L,217205,2,0,0,0,02mar2022 10:05:56,0,T,1646195412043063050,0,N
3,500002,S,G,217135,2,15,0,0,02mar2022 10:05:56,4,T,1646195412043063101,0,N
3,500002,S,G,217165,2,15,2,0,02mar2022 10:05:56,4,T,1646195412043063101,0,N
3,500002,S,G,217175,9,15,4,0,02mar2022 10:05:56,4,T,1646195412043063101,0,N
3,500002,S,G,217205,2,15,13,0,02mar2022 10:05:56,4,T,1646195412043063101,0,N
3,500002,S,L,217000,25,0,0,0,02mar2022 10:06:09,3,T,1646195412043063154,0,N
3,500002,B,L,217000,25,25,0,0,02mar2022 10:06:09,4,T,1646194448528809647,0,N
3,500002,B,L,216770,8,0,0,0,02mar2022 10:06:15,0,T,1646194448528809816,0,N
3,500002,B,L,216725,9,0,1,0,02mar2022 10:06:15,0,T,1646194448528809823,0,N
3,500002,S,G,216725,9,35,0,0,02mar2022 10:06:15,4,T,1646195412043063188,0,N
3,500002,S,G,216770,8,35,9,0,02mar2022 10:06:15,4,T,1646195412043063188,0,N
3,500002,S,G,216775,18,35,17,0,02mar2022 10:06:15,4,T,1646195412043063188,0,N
3,500002,B,L,216775,18,18,0,0,02mar2022 10:06:15,0,T,1646195412043063178,0,N
3,500002,B,L,216850,6,18,12,0,02mar2022 10:06:37,0,T,1646195412043063253,0,N
3,500002,S,L,216850,6,6,0,0,02mar2022 10:06:37,3,T,1646195412043063299,0,N
3,500002,S,L,216810,8,8,0,0,02mar2022 10:06:39,3,T,1646195412043239220,0,N
3,500002,B,L,216810,8,18,10,0,02mar2022 10:06:39,0,T,1646195412043063208,0,N
3,500002,B,L,216810,8,18,2,0,02mar2022 10:06:39,0,T,1646195412043063208,0,N
3,500002,S,L,216810,8,8,0,0,02mar2022 10:06:39,3,T,1646195412043239221,0,N
3,500002,S,L,216810,2,8,6,0,02mar2022 10:06:39,3,T,1646195412043239224,0,N
3,500002,B,L,216810,2,18,0,0,02mar2022 10:06:39,0,T,1646195412043063208,0,N
3,500002,B,L,216695,10,17,7,0,02mar2022 10:07:32,0,T,1646195412043239309,0,N
3,500002,S,L,216695,10,0,0,0,02mar2022 10:07:32,4,T,1646191800008003053,0,N
3,500002,S,L,216940,12,0,0,0,02mar2022 10:09:21,0,T,1646195412043239397,0,N
3,500002,S,L,216915,1,0,0,0,02mar2022 10:09:21,0,T,1646195412043239396,0,N
3,500002,B,L,216905,15,0,33,0,02mar2022 10:09:21,3,T,1646195412043239409,0,N
3,500002,B,L,216915,1,0,32,0,02mar2022 10:09:21,3,T,1646195412043239409,0,N
3,500002,B,L,216940,12,0,20,0,02mar2022 10:09:21,3,T,1646195412043239409,0,N
3,500002,S,L,216905,15,0,0,0,02mar2022 10:09:21,4,T,1646195412043239407,0,N
3,500002,B,L,216985,9,0,0,0,02mar2022 10:09:21,3,T,1646195412043239410,0,N
3,500002,B,L,216955,2,0,9,0,02mar2022 10:09:21,3,T,1646195412043239410,0,N
3,500002,S,L,216985,9,0,0,0,02mar2022 10:09:21,0,T,1646195412043239377,0,N
3,500002,S,L,216955,2,0,0,0,02mar2022 10:09:21,0,T,1646195412043239280,0,N
3,500002,S,L,217700,2,0,0,0,02mar2022 10:09:45,0,T,1646195412043239674,0,N
3,500002,B,G,217700,2,0,0,0,02mar2022 10:09:45,0,T,1646195412043239741,0,N
3,500002,S,L,217605,2,8,6,0,02mar2022 10:10:42,3,T,1646195412043239933,0,N
3,500002,S,L,217565,1,8,5,0,02mar2022 10:10:42,3,T,1646195412043239933,0,N
3,500002,B,L,217565,1,1,0,0,02mar2022 10:10:42,0,T,1646195412043063163,0,N
3,500002,B,L,217605,2,2,0,0,02mar2022 10:10:42,0,T,1646195412043063162,0,N
3,500002,S,L,217840,8,0,0,0,02mar2022 10:11:48,0,T,1646195412043239931,0,N
3,500002,B,L,217840,8,0,0,0,02mar2022 10:11:48,3,T,1646195412043239999,0,N
3,500002,B,L,218270,1,0,0,0,02mar2022 10:14:52,3,T,1646195412043426302,0,N
3,500002,S,L,218270,1,18,17,0,02mar2022 10:14:52,0,T,1646195412043426298,0,N
3,500002,S,L,218035,4,4,0,0,02mar2022 10:15:11,3,T,1646195412043426396,0,N
3,500002,B,L,218035,4,0,11,0,02mar2022 10:15:11,4,T,1646195412043426331,0,N
3,500002,B,L,218035,1,0,14,0,02mar2022 10:15:37,4,T,1646195412043426423,0,N
3,500002,S,G,218035,1,0,0,0,02mar2022 10:15:37,0,T,1646195412043426428,0,N
3,500002,S,G,218045,1,0,1,0,02mar2022 10:15:37,0,T,1646195412043426428,0,N
3,500002,B,L,218045,1,0,0,0,02mar2022 10:15:37,0,T,1646195412043426422,0,N
3,500002,B,L,217940,2,0,6,0,02mar2022 10:16:59,0,T,1646195412043426527,0,N
3,500002,S,G,217940,16,0,2,0,02mar2022 10:16:59,0,T,1646195412043426533,0,N
3,500002,S,G,217940,2,0,0,0,02mar2022 10:16:59,0,T,1646195412043426533,0,N
3,500002,B,L,217940,16,16,0,0,02mar2022 10:16:59,0,T,1646195412043426483,0,N
3,500002,S,L,218365,3,3,0,0,02mar2022 10:18:44,0,T,1646195412043426019,0,N
3,500002,S,L,218350,2,0,0,0,02mar2022 10:18:44,0,T,1646195412043426682,0,N
3,500002,S,L,218335,2,0,0,0,02mar2022 10:18:44,0,T,1646195412043426680,0,N
3,500002,B,L,218365,3,9,2,0,02mar2022 10:18:44,3,T,1646195412043426687,0,N
3,500002,B,L,218350,2,9,5,0,02mar2022 10:18:44,3,T,1646195412043426687,0,N
3,500002,B,L,218335,2,9,7,0,02mar2022 10:18:44,3,T,1646195412043426687,0,N
3,500002,B,L,218080,15,0,0,0,02mar2022 10:19:01,4,T,1646195412043426706,0,N
3,500002,B,L,218075,3,0,7,0,02mar2022 10:19:01,0,T,1646195412043426722,0,N
3,500002,S,G,218075,3,0,0,0,02mar2022 10:19:01,0,T,1646195412043426729,0,N
